name,nickname,record,height,weight,reach,stance,DOB,significant strikes per min,striking accuracy,strikes absorbed per min,strike defense,takedown average,takedown accuracy,takedown defense,submission average,most recent fight
"Justin,Gonzales",J-Train,6-0-0,5  9,145 lbs.,72,Orthodox,"Apr 28, 1991",6.67,80%,0.87,43%,14.00,73%,100%,0.0,win
"Fernando,Gonzalez",The Menifee Maniac,26-14-0,5  9,170 lbs.,68,Southpaw,"Sep 15, 1983",4.47,47%,4.03,65%,0.86,33%,43%,1.4,loss
"Moti,Horenstein",,1-6-0,6  4,230 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Akihiro,Gono",,35-21-8,5  7,170 lbs.,68,Switch,"Oct 07, 1974",2.18,48%,2.67,63%,1.01,84%,46%,0.5,win
"Yuma,Horiuchi",Ichiban,9-5-0,5  6,125 lbs.,67,Switch,"Sep 22, 1997",3.73,30%,5.00,35%,2.00,16%,0%,2.0,loss
"Kyoji,Horiguchi",,19-2-0,5  5,125 lbs.,66,Orthodox,"Oct 12, 1990",3.60,45%,2.45,62%,2.00,44%,55%,0.0,win
"Gabriel,Gonzaga",Napao,17-11-0,6  2,242 lbs.,76,Orthodox,"May 18, 1979",2.12,45%,2.94,57%,2.80,39%,66%,1.1,loss
"Yoshinori,Horie",,8-2-0,5  8,145 lbs.,70,Orthodox,"May 10, 1995",2.76,49%,5.65,48%,0.00,0%,0%,0.0,loss
"Darrell,Horcher",The Saint,13-4-0,5  10,155 lbs.,70,Southpaw,"Jul 28, 1987",2.05,44%,4.21,39%,0.35,50%,47%,0.7,loss
"Chase,Hooper",The Dream,15-3-1,6  1,155 lbs.,74,Southpaw,"Sep 13, 1999",4.97,52%,3.26,37%,1.83,27%,57%,2.4,win
"Lorenzo,Hood",Dream Killer,"14-5-0,(1,NC)",6  3,265 lbs.,80,Southpaw,"Mar 02, 1989",2.64,61%,4.66,11%,0.00,0%,100%,0.0,loss
"David,Hood",,1-3-0,6  0,200 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Dan,Hooker",The Hangman,24-12-0,6  0,155 lbs.,75,Switch,"Feb 13, 1990",5.03,48%,4.72,51%,0.73,34%,78%,0.3,next
"Satoshi,Honma",,4-6-3,6  1,205 lbs.,--,Orthodox,"May 19, 1968",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"SeongChan,Hong",Honey Badger,"9-2-0,(2,NC)",5  7,155 lbs.,69,Orthodox,"Nov 28, 1989",6.57,55%,8.76,47%,0.00,0%,0%,0.0,loss
"JunYoung,Hong",Drunken Red,13-8-1,5  9,145 lbs.,69,Orthodox,"Dec 18, 1990",2.10,39%,2.30,48%,0.00,0%,35%,0.0,loss
"Barb,Honchak",Little Warrior,10-4-0,5  4,125 lbs.,65,Orthodox,"Aug 30, 1979",4.04,30%,4.67,66%,0.00,0%,0%,1.3,loss
"Junior,Assuncao",,16-6-0,5  9,145 lbs.,72,Orthodox,"Jun 24, 1981",3.31,62%,2.06,44%,2.43,24%,66%,0.7,loss
"Bruno,Assis",Brunao,8-4-0,6  2,185 lbs.,--,Orthodox,"May 23, 1992",1.27,43%,3.20,36%,2.00,50%,66%,1.0,loss
"Raphael,Assuncao",,28-10-0,5  5,135 lbs.,66,Orthodox,"Jul 19, 1982",3.22,42%,2.50,66%,1.65,39%,78%,0.2,loss
"Ben,Askren",Funky,"19-2-0,(1,NC)",5  11,170 lbs.,73,Orthodox,"Jul 18, 1984",3.64,49%,5.66,36%,4.33,55%,0%,0.9,loss
"Mark,Hominick",The Machine,20-12-0,5  8,145 lbs.,68,Orthodox,"Jul 22, 1982",4.08,42%,4.18,69%,0.25,66%,71%,0.9,loss
"Ibo,Aslan",The Last Ottoman,14-1-0,6  3,205 lbs.,77,Orthodox,"Apr 23, 1996",8.34,50%,4.34,64%,0.00,0%,100%,0.0,next
"Khusein,Askhabov",Nohcho,23-1-0,5  8,145 lbs.,69,Orthodox,"Feb 13, 1995",2.00,26%,4.13,56%,0.00,0%,66%,0.0,loss
"Tom,Aspinall",,15-3-0,6  5,256 lbs.,78,Orthodox,"Apr 11, 1993",8.07,67%,2.89,65%,3.27,100%,100%,1.6,win
"Scott,Askham",,14-4-0,6  3,185 lbs.,75,Southpaw,"May 20, 1988",3.03,46%,3.52,52%,0.44,18%,65%,0.7,loss
"Cyril,Asker",Silverback,9-4-0,6  0,247 lbs.,74,Orthodox,"Dec 24, 1985",3.35,39%,5.82,35%,4.41,62%,100%,0.9,loss
"Askar,Askarov",Bullet,14-1-1,5  6,125 lbs.,67,Orthodox,"Oct 09, 1992",3.05,54%,2.80,57%,2.60,24%,66%,0.4,loss
"Yanal,Ashmouz",Red Fox,8-1-0,5  9,155 lbs.,69,Orthodox,"Mar 31, 1995",2.94,50%,4.54,55%,4.80,50%,60%,0.0,win
"Aaron,Brink",,"26-26-0,(2,NC)",6  3,205 lbs.,--,Orthodox,"Nov 12, 1974",3.49,42%,5.71,57%,0.00,0%,0%,0.0,win
"Teddy,Ash",Bear,14-5-0,6  1,185 lbs.,73,Switch,"Dec 27, 1989",7.27,61%,6.80,28%,0.00,0%,100%,0.0,loss
"Henry,Briones",Bure,16-8-1,5  8,135 lbs.,69,Orthodox,"Oct 22, 1980",3.47,42%,4.68,53%,0.00,0%,52%,0.6,loss
"Marcus,Brimage",The Bama Beast,7-7-0,5  4,135 lbs.,71,Southpaw,"Apr 06, 1985",3.97,35%,3.64,56%,0.56,100%,80%,0.0,loss
"Jason,Brilz",Hitman,22-6-1,5  11,205 lbs.,71,Orthodox,"Jul 07, 1975",2.66,40%,1.78,65%,2.37,25%,25%,1.3,loss
"Mack,Brewer",,0-1-0,--,205 lbs.,--,,--,0.00,0%,6.67,36%,0.00,0%,0%,0.0,loss
"Marcos,Brigagao",Ironside,11-1-0,6  3,205 lbs.,76,Southpaw,"Apr 01, 1996",3.07,43%,3.27,25%,0.00,0%,36%,0.0,loss
"Robert,Breslin",The Bullet,3-9-0,5  11,155 lbs.,--,,--,2.21,46%,3.50,66%,1.38,100%,50%,0.0,loss
"Chris,Brennan",The Westside Strangler,21-13-1,5  8,170 lbs.,--,Orthodox,"Oct 12, 1971",0.60,40%,0.97,50%,0.00,0%,25%,2.1,loss
"Mike,Breeden",Money,11-6-0,5  10,155 lbs.,70,Orthodox,"Apr 21, 1989",5.75,45%,7.28,42%,0.98,30%,67%,0.0,win
"Elves,Brener",,16-5-0,5  10,155 lbs.,72,Orthodox,"Sep 27, 1997",3.99,47%,5.30,48%,1.23,23%,76%,0.0,loss
"Charlie,Brenneman",The Spaniard,19-8-0,5  10,155 lbs.,70,Orthodox,"Feb 09, 1981",1.52,56%,1.55,46%,4.23,42%,72%,0.0,loss
"Tom,Breese",,12-3-0,6  3,185 lbs.,73,Southpaw,"Sep 26, 1991",3.34,50%,2.81,60%,0.00,0%,70%,1.1,loss
"Christian,Ocon",,2-1-0,5  8,135 lbs.,69,Orthodox,"Feb 05, 1996",1.73,53%,5.27,34%,0.00,0%,63%,0.0,loss
"Jose,Ochoa",Kalzifer,"7-1-0,(1,NC)",5  7,125 lbs.,67,Southpaw,"Dec 31, 2000",3.33,31%,3.40,59%,0.00,0%,100%,1.0,loss
"Martin,Bravo",El Toro,11-3-0,5  8,145 lbs.,71,Southpaw,"Sep 21, 1993",7.66,39%,5.72,51%,2.60,35%,85%,0.0,loss
"Michael,Bravo",,7-4-0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Volkan,Oezdemir",No Time,20-8-0,6  2,205 lbs.,75,Orthodox,"Sep 19, 1989",4.95,48%,4.22,55%,0.50,29%,80%,0.1,loss
"Nobuhiro,Obiya",,12-5-1,5  8,145 lbs.,--,Orthodox,"Jan 15, 1981",0.63,28%,2.53,55%,0.50,50%,41%,0.5,loss
"Takahiro,Oba",,5-7-1,5  8,200 lbs.,--,Southpaw,--,0.23,25%,1.82,69%,0.00,0%,0%,0.0,loss
"Brendan,O'Reilly",Badger,"6-3-0,(1,NC)",5  7,170 lbs.,69,Orthodox,"Jun 24, 1987",1.90,47%,2.77,39%,2.22,43%,36%,0.6,loss
"Casey,O'Neill",King,10-2-0,5  6,125 lbs.,69,Orthodox,"Oct 07, 1997",7.89,52%,5.65,57%,1.45,34%,70%,0.7,win
"Chuck,O'Neil",Cold Steel,17-9-0,6  2,170 lbs.,--,,"Sep 22, 1985",3.13,37%,4.40,72%,0.00,0%,0%,0.0,loss
"Raquel,Pa'aluhi",Rocky,6-5-0,5  7,135 lbs.,--,,--,1.71,56%,3.42,46%,0.00,0%,18%,0.0,loss
"Sean,O'Malley",Suga,"18-2-0,(1,NC)",5  11,135 lbs.,72,Switch,"Oct 24, 1994",6.70,61%,3.48,60%,0.29,42%,61%,0.3,loss
"Sean,O'Haire",,4-2-0,6  5,270 lbs.,--,Orthodox,"Feb 25, 1971",8.28,57%,22.76,21%,0.00,0%,0%,0.0,loss
"Dong,Hyun,Kim",Stun Gun,"22-4-1,(1,NC)",6  2,170 lbs.,76,Southpaw,"Nov 17, 1981",2.12,49%,1.89,58%,2.93,43%,71%,0.6,loss
"Sanae,Kikuta",,"31-9-3,(1,NC)",5  9,200 lbs.,--,Orthodox,"Sep 10, 1971",0.70,45%,0.90,52%,1.60,63%,25%,1.8,win
"Jacob,Kilburn",The Killer,8-4-0,5  9,145 lbs.,72,Orthodox,"Jun 28, 1995",2.56,33%,6.78,35%,0.51,5%,20%,0.5,loss
"Akira,Kikuchi",,16-4-0,5  8,155 lbs.,--,Orthodox,"Jul 23, 1978",3.67,56%,0.40,14%,2.00,40%,100%,0.0,loss
"Katsunori,Kikuno",,24-8-2,5  8,145 lbs.,66,Orthodox,"Oct 31, 1981",2.64,40%,2.47,61%,1.88,75%,76%,0.8,loss
"WonBin,Ki",The Danger,18-9-0,5  11,155 lbs.,73,Orthodox,"Feb 11, 1991",6.73,50%,4.21,55%,0.73,20%,50%,0.0,win
"Pannie,Kianzad",Banzai,17-9-0,5  7,135 lbs.,66,Orthodox,"Dec 08, 1991",4.88,49%,4.09,51%,0.41,33%,65%,0.1,loss
"Alfred,Khashakyan",The Fearless,8-3-0,5  8,135 lbs.,70,Orthodox,"Jul 17, 1988",6.14,42%,6.38,40%,3.54,25%,0%,0.0,loss
"Sergey,Khandozhko",Honda,28-6-1,6  1,170 lbs.,74,Orthodox,"May 19, 1992",3.41,41%,2.37,60%,0.76,28%,61%,0.0,win
"Aliaskhab,Khizriev",Black Wolf,"14-0-0,(1,NC)",5  9,185 lbs.,74,Southpaw,"Aug 24, 1990",6.01,64%,4.38,61%,5.64,60%,100%,3.8,nc
"Sergei,Kharitonov",,26-6-0,6  0,245 lbs.,--,Orthodox,"Aug 18, 1980",3.90,44%,3.03,54%,1.16,53%,70%,1.0,loss
"Rustam,Khabilov",Tiger,24-4-0,5  8,155 lbs.,73,Orthodox,"Nov 04, 1986",1.98,34%,2.16,65%,3.95,41%,61%,0.1,win
"Ron,Keslar",,11-9-0,--,185 lbs.,--,,--,0.00,0%,2.05,60%,0.00,0%,100%,7.7,win
"Maimaitituoheti,Keremuaili",Kyrgyz Mountain Eagle,26-11-0,5  6,135 lbs.,66,Orthodox,"Mar 18, 1991",1.47,52%,1.67,37%,1.00,33%,84%,0.0,loss
"Will,Kerr",,9-3-0,5  10,155 lbs.,69,Orthodox,"Oct 21, 1982",1.91,42%,6.22,33%,0.00,0%,0%,14.3,loss
"Aurelijus,Kerpe",,11-22-0,--,--,--,Orthodox,--,1.26,16%,8.21,31%,0.00,0%,0%,0.0,loss
"Mark,Kerr",The Smashing Machine,"15-11-0,(1,NC)",6  3,266 lbs.,--,Switch,"Dec 21, 1968",0.28,41%,0.89,28%,2.92,77%,0%,0.4,loss
"Jose,Landi-Jons",Pele,29-16-0,5  11,170 lbs.,--,Orthodox,"Sep 09, 1973",0.99,40%,0.77,43%,2.20,80%,40%,2.2,loss
"Sean,Lally",The Unpredictable One,7-3-0,6  0,170 lbs.,--,Orthodox,"Nov 04, 1990",5.34,39%,7.23,30%,0.00,0%,0%,0.0,loss
"Todd,Lally",,2-1-0,5  7,145 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Jason,Lambert",The Punisher,26-13-0,6  3,185 lbs.,75,Orthodox,"Jun 03, 1975",3.21,58%,1.84,50%,1.35,36%,28%,2.4,loss
"Ricardo,Lamas",The Bully,20-8-0,5  8,145 lbs.,71,Orthodox,"May 21, 1982",3.13,47%,2.87,57%,1.84,33%,46%,0.9,win
"Tim,Lajcik",The Bohemian,7-6-1,6  1,225 lbs.,--,Orthodox,"Jun 21, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Tina,Lahdemaki",Jelly Bean,5-1-0,5  2,115 lbs.,--,Orthodox,"May 28, 1988",1.93,20%,4.67,57%,0.00,0%,16%,0.0,loss
"Yohan,Lainesse",White Lion,9-3-0,6  1,170 lbs.,76,Orthodox,"Aug 14, 1992",2.22,41%,3.38,58%,0.94,28%,72%,0.5,loss
"Noad,Lahat",Neo,11-2-0,5  9,145 lbs.,69,Orthodox,"Jun 08, 1984",2.79,46%,1.47,63%,2.37,26%,16%,2.4,loss
"Corinne,Laframboise",,8-5-0,5  4,125 lbs.,65,Orthodox,"May 25, 1989",3.16,68%,1.89,47%,3.16,100%,33%,0.0,loss
"Aspen,Ladd",,9-3-0,5  6,135 lbs.,66,Orthodox,"Mar 01, 1995",3.78,47%,4.65,47%,1.56,47%,62%,0.6,loss
"Luan,Lacerda",,12-3-0,5  7,135 lbs.,71,Orthodox,"Jan 07, 1993",4.52,44%,7.07,47%,1.26,25%,75%,0.6,loss
"Ryan,LaFlare",,14-3-0,6  1,170 lbs.,74,Southpaw,"Oct 01, 1983",2.89,40%,1.86,63%,2.13,44%,58%,0.2,loss
"Roman,Dolidze",,14-3-0,6  2,185 lbs.,76,Orthodox,"Jul 15, 1988",3.16,42%,3.38,50%,1.33,42%,33%,1.1,next
"Daniel,Lacerda",Miojo,"11-6-0,(1,NC)",5  6,125 lbs.,70,Switch,"Jun 05, 1996",3.95,45%,8.28,34%,2.32,50%,0%,1.2,loss
"Ben,Lagman",Bad News,6-5-0,6  2,185 lbs.,--,,"Sep 04, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Cameron,Dollar",,11-5-0,5  11,155 lbs.,--,Orthodox,"May 12, 1987",5.04,38%,2.94,61%,0.00,0%,0%,0.0,loss
"Josh,LaBerge",,11-6-0,5  10,145 lbs.,--,,--,2.53,36%,5.33,44%,0.00,0%,71%,0.0,win
"John,Dodson",The Magician,22-12-0,5  3,135 lbs.,66,Orthodox,"Sep 26, 1984",3.20,40%,3.58,61%,0.71,28%,82%,0.0,loss
"David,Dodd",,4-7-0,6  2,200 lbs.,--,Orthodox,"Sep 22, 1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Joe,Doerksen",El Dirte,51-16-0,6  0,185 lbs.,75,Orthodox,"Oct 09, 1977",1.43,42%,2.79,50%,2.02,33%,33%,2.3,loss
"AJ,Dobson",,"7-3-0,(1,NC)",6  1,185 lbs.,76,Orthodox,"Jan 18, 1992",4.29,46%,5.31,46%,1.67,75%,65%,0.3,loss
"Shana,Dobson",Danger,4-5-0,5  6,125 lbs.,69,Orthodox,"Mar 30, 1989",3.34,37%,5.20,50%,0.84,50%,14%,0.0,loss
"Drew,Dober",,"27-14-0,(1,NC)",5  8,155 lbs.,70,Southpaw,"Oct 19, 1988",4.39,40%,4.25,51%,0.67,17%,56%,0.1,loss
"Myles,Jury",Fury,17-4-0,5  10,145 lbs.,73,Orthodox,"Oct 31, 1988",2.94,42%,2.16,66%,2.16,55%,50%,0.3,loss
"Russell,Doane",,15-8-0,5  7,135 lbs.,70,Orthodox,"Aug 13, 1986",1.75,40%,1.68,53%,2.11,45%,52%,0.8,loss
"Scott,Junk",,"8-3-1,(1,NC)",6  1,265 lbs.,--,Orthodox,"Dec 17, 1978",5.13,60%,1.81,45%,0.00,0%,0%,0.0,loss
"Da,Woon,Jung",Sseda,15-6-1,6  4,205 lbs.,78,Orthodox,"Dec 07, 1993",3.24,40%,4.23,49%,1.59,47%,75%,0.2,loss
"Ulysses,Gomez",Useless,9-5-0,5  6,125 lbs.,--,Orthodox,"May 25, 1983",2.72,25%,3.57,68%,0.00,0%,0%,0.0,loss
"Luis,Gomez",Tiger Junior,4-1-0,5  7,145 lbs.,68,Orthodox,"Jan 28, 1995",1.57,33%,4.03,55%,4.48,50%,33%,0.0,loss
"John,Dixson",Big John,15-22-0,6  0,275 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Cristiane,Justino",Cyborg,"21-2-0,(1,NC)",5  8,145 lbs.,68,Orthodox,"Jul 09, 1985",7.28,52%,2.25,64%,0.66,55%,94%,0.4,win
"David,Gomez",,1-2-0,--,155 lbs.,--,,"Aug 08, 1983",0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Joey,Gomez",KO King,6-2-0,5  10,135 lbs.,73,Orthodox,"Jul 21, 1986",2.44,28%,4.46,55%,0.62,100%,50%,0.0,loss
"Alan,Gomez",,2-0-0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Frank,Gomez",,10-6-0,5  10,135 lbs.,67,Orthodox,"Mar 31, 1986",1.52,48%,0.79,66%,1.14,60%,70%,0.8,loss
"Sergio,Gomez",,10-3-0,5  6,155 lbs.,--,Orthodox,"Apr 29, 1982",1.50,42%,1.16,56%,2.57,66%,31%,0.0,loss
"Mark,Holst",Boots,12-6-0,6  0,155 lbs.,--,Orthodox,"Aug 14, 1985",0.25,19%,1.67,47%,0.76,100%,60%,2.3,loss
"Sabah,Homasi",,11-8-0,6  0,170 lbs.,72,Orthodox,"Oct 19, 1988",4.98,48%,6.91,47%,2.80,50%,66%,0.0,loss
"Ben,Holscher",The Teacher,4-0-0,5  11,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Scott,Holtzman",Hot Sauce,14-6-0,5  9,155 lbs.,69,Orthodox,"Sep 30, 1983",4.32,47%,3.66,55%,1.88,56%,67%,0.2,loss
"Paddy,Holohan",The Hooligan,12-2-1,5  10,125 lbs.,69,Orthodox,"May 03, 1988",2.13,46%,2.81,46%,2.88,47%,71%,1.3,loss
"Joseph,Holmes",Uglyman Joe,8-4-0,6  4,185 lbs.,80,Orthodox,"Jul 04, 1995",2.88,53%,3.08,54%,1.49,40%,50%,0.8,loss
"Max,Holloway",Blessed,26-8-0,5  11,145 lbs.,69,Orthodox,"Dec 04, 1991",7.16,47%,4.76,59%,0.25,53%,83%,0.3,loss
"Rex,Holman",Big Dog,4-2-0,6  3,205 lbs.,--,Southpaw,--,2.75,34%,7.25,40%,0.00,0%,100%,0.0,loss
"Kurt,Holobaugh",,"22-8-0,(1,NC)",5  11,155 lbs.,70,Orthodox,"Sep 08, 1986",4.63,45%,4.35,47%,0.76,33%,42%,0.8,win
"Roger,Hollett",The Hulk,13-5-0,5  11,205 lbs.,--,Orthodox,"Oct 08, 1978",1.83,47%,6.47,34%,1.00,28%,30%,0.0,loss
"Holly,Holm",The Preacher's Daughter,"15-7-0,(1,NC)",5  8,135 lbs.,69,Southpaw,"Oct 17, 1981",3.13,40%,2.92,55%,0.87,30%,76%,0.1,loss
"Chris,Holdsworth",,6-0-0,5  11,135 lbs.,--,,"Oct 24, 1987",1.85,29%,1.94,58%,3.38,62%,100%,2.0,win
"Kai,Asakura",,21-5-0,5  8,125 lbs.,69,Orthodox,"Oct 31, 1993",2.40,58%,4.52,38%,0.00,0%,57%,0.0,loss
"Gilles,Arsene",,1-1-0,5  9,190 lbs.,--,Southpaw,--,0.06,10%,2.45,32%,0.00,0%,0%,0.0,loss
"Kevin,Holland",Trailblazer,"26-13-0,(1,NC)",6  3,185 lbs.,81,Orthodox,"Nov 05, 1992",4.22,49%,3.22,50%,0.82,38%,53%,0.6,loss
"Cesar,Arzamendia",Goku,8-3-0,5  11,155 lbs.,--,Orthodox,"Jan 31, 1991",5.37,45%,5.20,56%,7.32,75%,0%,2.4,loss
"Antonio,Arroyo",,9-5-0,6  3,185 lbs.,73,Orthodox,"Jul 01, 1989",2.82,66%,2.02,50%,1.14,41%,41%,0.2,loss
"Matt,Arroyo",No Regard,3-3-0,5  10,170 lbs.,72,Orthodox,"Sep 01, 1982",1.62,47%,2.01,58%,2.12,36%,100%,5.3,loss
"Eli,Aronov",The Israeli Tank,6-1-0,5  10,185 lbs.,72,Orthodox,"Jun 06, 1996",8.92,68%,6.49,38%,12.16,100%,0%,0.0,loss
"Akbarh,Arreola",El Caballero,23-11-1,5  10,155 lbs.,71,Southpaw,"Jan 14, 1983",2.32,45%,4.01,56%,1.07,100%,33%,0.4,loss
"Chalid,Arrab",Die Faust,7-3-0,5  11,205 lbs.,--,Orthodox,"May 28, 1975",1.56,34%,1.63,56%,3.05,75%,37%,1.0,loss
"Ricardo,Arona",The Brazilian Tiger,14-5-0,5  11,205 lbs.,--,Orthodox,"Jul 17, 1978",1.66,48%,1.15,57%,2.41,48%,58%,1.2,loss
"Bruna,Brasil",,10-4-1,5  6,125 lbs.,65,Orthodox,"Sep 07, 1993",2.94,61%,3.49,50%,1.93,72%,59%,0.0,next
"Austin,Arnett",,16-6-0,6  0,145 lbs.,72,Orthodox,"Oct 22, 1991",4.52,41%,6.38,62%,0.44,18%,57%,0.2,loss
"Joey,Armstrong",,5-2-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Garrett,Armfield",,10-5-0,5  6,135 lbs.,70,Orthodox,"Oct 09, 1996",5.35,53%,3.64,56%,1.10,50%,64%,0.6,loss
"Billy,Brand",,5-2-0,5  6,135 lbs.,65,Orthodox,"Jul 03, 1996",2.86,25%,8.57,40%,0.00,0%,75%,0.0,loss
"Diego,Brandao",DB,22-11-0,5  7,145 lbs.,64,Orthodox,"May 27, 1987",2.94,47%,3.38,62%,3.21,68%,80%,0.6,loss
"Joe,Brammer",The South Side Strangler,7-3-1,5  8,155 lbs.,--,Orthodox,"Aug 23, 1983",2.15,31%,2.80,56%,0.81,50%,50%,0.0,loss
"David,Branch",,22-6-0,6  1,185 lbs.,78,Orthodox,"Sep 26, 1981",1.66,39%,1.91,56%,2.55,32%,43%,0.0,loss
"Adam,Bramhald",Samurai,13-3-0,5  10,135 lbs.,70,Orthodox,"Mar 24, 1994",7.65,45%,8.05,33%,0.00,0%,100%,0.0,loss
"Ramiz,Brahimaj",,11-5-0,5  10,170 lbs.,72,Orthodox,"Nov 17, 1992",2.26,44%,4.04,43%,1.51,35%,44%,1.5,win
"Andrei,Arlovski",The Pitbull,"34-24-0,(2,NC)",6  3,240 lbs.,77,Orthodox,"Feb 04, 1979",3.82,45%,3.22,57%,0.37,35%,76%,0.2,loss
"Ebenezer,Fontes,Braga",Pitbull,13-7-2,6  0,199 lbs.,--,Orthodox,"Apr 14, 1969",2.42,50%,0.42,71%,0.00,0%,90%,0.6,loss
"Paul,Bradley",The Gentleman,"23-8-0,(2,NC)",5  9,170 lbs.,--,Orthodox,"Jun 13, 1983",2.26,32%,4.13,56%,1.12,16%,100%,0.0,loss
"Kyle,Bradley",,"19-12-0,(1,NC)",5  9,155 lbs.,71,Orthodox,"Aug 19, 1982",1.99,40%,3.45,58%,0.65,50%,40%,0.0,loss
"Colley,Bradford",,0-1-0,5  7,145 lbs.,--,,--,0.43,25%,1.73,50%,19.42,50%,100%,0.0,loss
"Ashe,Bowman",The Archer,9-11-0,5  9,155 lbs.,--,,"Nov 17, 1976",2.43,42%,4.86,57%,0.00,0%,0%,0.0,loss
"Anvar,Boynazarov",The Uzbek,3-1-0,5  9,145 lbs.,--,Orthodox,"Jan 10, 1989",0.00,0%,7.83,29%,0.00,0%,0%,0.0,loss
"Roger,Bowling",Relentless,"12-6-0,(1,NC)",5  9,155 lbs.,68,Orthodox,"Dec 05, 1982",3.90,47%,3.86,51%,3.09,43%,27%,0.9,loss
"Sean,Brady",,17-1-0,5  10,170 lbs.,72,Orthodox,"Nov 23, 1992",4.09,55%,3.18,60%,3.49,52%,85%,0.9,win
"Gleidson,Cutis",Poney,7-4-0,5  9,155 lbs.,--,Orthodox,"Feb 07, 1989",2.99,52%,8.28,59%,0.00,0%,0%,0.0,loss
"Sean,O'Connell",The Real OC,17-9-0,6  1,205 lbs.,74,Orthodox,"Sep 02, 1983",5.46,48%,6.77,45%,0.00,0%,30%,0.5,loss
"Jake,O'Brien",Irish,15-4-0,6  3,205 lbs.,76,Orthodox,"Sep 25, 1984",1.31,31%,1.92,69%,6.39,54%,25%,0.2,loss
"Casey,Kenney",,16-4-1,5  7,135 lbs.,68,Southpaw,"Mar 20, 1991",4.85,42%,4.67,58%,1.09,35%,61%,0.4,loss
"TJ,O'Brien",The Spider,20-8-0,6  2,155 lbs.,--,Orthodox,"Jan 01, 1987",3.77,46%,4.78,57%,0.94,100%,0%,0.0,loss
"Waylon,Kennell",,6-2-0,6  0,185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Jeremy,Kennedy",JBC,11-1-0,5  11,145 lbs.,71,Orthodox,"Sep 16, 1992",2.22,46%,2.58,47%,5.73,52%,66%,0.0,loss
"Daniel,Kelly",,13-4-0,6  0,185 lbs.,70,Southpaw,"Oct 31, 1977",3.62,38%,4.64,61%,1.86,34%,78%,0.3,loss
"John,Kelly",,5-4-0,5  9,170 lbs.,--,,"Aug 02, 1978",0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Tim,Kennedy",,18-6-0,5  11,185 lbs.,74,Orthodox,"Sep 01, 1979",2.78,47%,1.84,62%,2.58,35%,70%,0.7,loss
"Steve,Kennedy",The Steamrolla,24-8-0,5  11,170 lbs.,--,Orthodox,"Mar 07, 1983",2.28,35%,5.52,45%,2.51,33%,0%,0.0,loss
"Mayana,Kellem",,7-1-0,5  5,135 lbs.,--,Orthodox,"Jul 07, 1981",1.94,22%,2.90,62%,0.00,0%,0%,0.0,loss
"Tony,Kelley",Primetime,8-3-0,5  9,135 lbs.,70,Switch,"Jan 21, 1987",5.55,47%,4.85,45%,0.00,0%,52%,1.4,loss
"Paul,Kelly",,14-5-0,5  9,155 lbs.,70,Orthodox,"Sep 12, 1984",3.22,37%,2.61,59%,1.34,60%,30%,1.5,loss
"Brian,Kelleher",Boom,24-16-0,5  6,135 lbs.,66,Switch,"Aug 19, 1986",3.31,41%,4.59,54%,1.68,41%,60%,0.7,loss
"CJ,Keith",,8-4-0,6  0,155 lbs.,--,Orthodox,"Aug 09, 1986",0.86,50%,1.82,50%,0.00,0%,62%,0.0,loss
"Ryan,Keenan",,6-2-0,5  10,170 lbs.,--,,"Jun 15, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Masuto,Kawana",Mast,10-4-0,5  6,145 lbs.,69,Orthodox,"Jan 30, 1995",2.54,41%,3.79,41%,11.67,55%,100%,0.0,loss
"Julie,Kedzie",,16-13-0,5  5,135 lbs.,--,Orthodox,"Mar 18, 1981",2.90,36%,3.18,46%,1.14,23%,78%,0.0,loss
"Chris,Kelades",The Greek Assassin,9-3-0,5  7,125 lbs.,68,Orthodox,"Feb 21, 1981",2.40,43%,2.64,48%,1.04,18%,53%,0.3,loss
"Toshiomi,Kazama",,11-4-0,5  7,135 lbs.,69,Orthodox,"May 15, 1997",1.72,53%,3.89,42%,1.68,12%,66%,0.6,win
"Ryo,Kawamura",,18-9-4,5  11,205 lbs.,--,Orthodox,"Jun 29, 1981",0.60,16%,3.93,39%,0.00,0%,6%,0.0,loss
